x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.4257626533508301,0.7999392747879028,6.056280312805029e-07,0.5030651092529297,0.7746856212615967,-0.020356426015496254,0.5706448554992676,0.7168445587158203,-0.028705116361379623,0.6243540048599243,0.6788577437400818,-0.037269920110702515,0.6659351587295532,0.6705462336540222,-0.04638371989130974,0.5327847599983215,0.5212538838386536,-0.011177713051438332,0.5755984783172607,0.4191872477531433,-0.024328220635652542,0.5987337231636047,0.35644960403442383,-0.03639579191803932,0.6142240762710571,0.30491921305656433,-0.04514537751674652,0.4894723892211914,0.48456913232803345,-0.013809588737785816,0.5175437927246094,0.35144567489624023,-0.024815795943140984,0.534179151058197,0.2695772349834442,-0.03642798960208893,0.5430647730827332,0.21036481857299805,-0.044560257345438004,0.44634103775024414,0.48206791281700134,-0.019920358434319496,0.446704238653183,0.35417255759239197,-0.033231087028980255,0.44901084899902344,0.2745548188686371,-0.04804816469550133,0.4514232873916626,0.2136366069316864,-0.05805440619587898,0.4045869708061218,0.5083185434341431,-0.02815270610153675,0.3801253139972687,0.4151310920715332,-0.04323262721300125,0.36636123061180115,0.35116174817085266,-0.05274711549282074,0.359725683927536,0.29451847076416016,-0.05823471397161484,0
0.4239061772823334,0.7966904640197754,5.894088985769486e-07,0.5003732442855835,0.7702039480209351,-0.021720275282859802,0.5678606629371643,0.7149048447608948,-0.032135818153619766,0.6236584782600403,0.678215742111206,-0.043165843933820724,0.667665421962738,0.6722400784492493,-0.05512162670493126,0.5303465127944946,0.5189427137374878,-0.014085657894611359,0.5735470652580261,0.4199824929237366,-0.02987702190876007,0.5983186960220337,0.35862207412719727,-0.04443896934390068,0.6165741682052612,0.3066070079803467,-0.05513448268175125,0.48774173855781555,0.4824264645576477,-0.01764426752924919,0.514783501625061,0.3510150611400604,-0.030893664807081223,0.5310696959495544,0.2708747088909149,-0.04447105899453163,0.5407076478004456,0.21051567792892456,-0.054110631346702576,0.444770872592926,0.479745090007782,-0.024699173867702484,0.44530436396598816,0.35346731543540955,-0.039818331599235535,0.4469527006149292,0.27435290813446045,-0.05500878766179085,0.4497017562389374,0.21227294206619263,-0.06525750458240509,0.40313011407852173,0.5063610672950745,-0.034118566662073135,0.37851113080978394,0.4143024682998657,-0.05018655210733414,0.3640071749687195,0.35130518674850464,-0.05952055752277374,0.3559809923171997,0.2947542667388916,-0.0648350641131401,0
0.4231772720813751,0.7955515384674072,5.715571660402929e-07,0.5008154511451721,0.7698819637298584,-0.02127828262746334,0.5683550238609314,0.716819703578949,-0.031739555299282074,0.6230570077896118,0.680528998374939,-0.042826179414987564,0.665934681892395,0.6722210049629211,-0.0547889769077301,0.5302727222442627,0.5202481746673584,-0.014475646428763866,0.5738766193389893,0.4225231409072876,-0.030693449079990387,0.5981081128120422,0.3622984290122986,-0.04558854550123215,0.6158040165901184,0.3106268048286438,-0.05650991201400757,0.48732030391693115,0.4830467104911804,-0.018118562176823616,0.5144873857498169,0.35230812430381775,-0.03193527087569237,0.5304725170135498,0.272217720746994,-0.04608113691210747,0.5397406816482544,0.21106645464897156,-0.056248739361763,0.44416654109954834,0.47989219427108765,-0.02510390244424343,0.4448168873786926,0.3540891408920288,-0.04056323319673538,0.4462165832519531,0.2755802571773529,-0.056105196475982666,0.4486616253852844,0.21342840790748596,-0.06673360615968704,0.4025913178920746,0.5060896277427673,-0.034319885075092316,0.3780791163444519,0.41456878185272217,-0.05065149813890457,0.3635408282279968,0.3515074849128723,-0.060205891728401184,0.3553791344165802,0.2949686348438263,-0.06572781503200531,0
0.4221825897693634,0.7965896129608154,5.84191241159715e-07,0.49911201000213623,0.7687596082687378,-0.020400168374180794,0.5673654675483704,0.7132200002670288,-0.030486471951007843,0.6225577592849731,0.6775082349777222,-0.04124625772237778,0.6656849384307861,0.671218752861023,-0.052853744477033615,0.5301379561424255,0.5176766514778137,-0.014236688613891602,0.574481189250946,0.4196677803993225,-0.03010936640202999,0.599707305431366,0.35914528369903564,-0.04425367712974548,0.6181026101112366,0.309486985206604,-0.05447686091065407,0.4873899221420288,0.4808923602104187,-0.01802993379533291,0.5148523449897766,0.34977030754089355,-0.031406469643116,0.5313379168510437,0.2695062458515167,-0.04459374025464058,0.5408612489700317,0.21054494380950928,-0.053861021995544434,0.4442986845970154,0.4778544306755066,-0.025118226185441017,0.4444967210292816,0.3505329191684723,-0.04018860682845116,0.4462272524833679,0.27208608388900757,-0.055136796087026596,0.44902363419532776,0.21093866229057312,-0.06521465629339218,0.4026302993297577,0.5040584206581116,-0.0343572199344635,0.37748607993125916,0.4112177789211273,-0.05050668492913246,0.3629186153411865,0.3487589359283447,-0.059802260249853134,0.3549754023551941,0.2932170331478119,-0.06498818844556808,0
0.4209853708744049,0.7987122535705566,5.745384896727046e-07,0.4996435046195984,0.7728555798530579,-0.01900351233780384,0.5678578615188599,0.7151374816894531,-0.028313560411334038,0.623643696308136,0.6759833097457886,-0.03818817809224129,0.66745525598526,0.6696321964263916,-0.04894872382283211,0.529469907283783,0.5214830636978149,-0.014372017234563828,0.5737867951393127,0.4243040084838867,-0.029227932915091515,0.5991122722625732,0.3633320927619934,-0.042603764683008194,0.6179696321487427,0.312224805355072,-0.052569761872291565,0.4865146577358246,0.48353204131126404,-0.018428267911076546,0.5145556926727295,0.35187265276908875,-0.031270671635866165,0.530975341796875,0.26938769221305847,-0.044049493968486786,0.5406349301338196,0.2071610391139984,-0.053220946341753006,0.4430478513240814,0.4802292585372925,-0.02542930282652378,0.4440198838710785,0.35205650329589844,-0.040745656937360764,0.4455017149448395,0.27171528339385986,-0.05606471002101898,0.4477905035018921,0.20931410789489746,-0.06641015410423279,0.40164828300476074,0.5059880018234253,-0.03428971767425537,0.37681663036346436,0.41188836097717285,-0.051061052829027176,0.3623426556587219,0.348422110080719,-0.060970816761255264,0.35424065589904785,0.29218772053718567,-0.06658701598644257,0
0.42312097549438477,0.7941244840621948,5.748765943280887e-07,0.501112699508667,0.7671133279800415,-0.019267959520220757,0.5688702464103699,0.7121155858039856,-0.02834896557033062,0.6230145692825317,0.6744658946990967,-0.03804900497198105,0.6656032800674438,0.6673489212989807,-0.04866747558116913,0.5292565822601318,0.5179531574249268,-0.013462627306580544,0.5735951066017151,0.41845256090164185,-0.02829347550868988,0.5987829566001892,0.3585938513278961,-0.04159355163574219,0.6173261404037476,0.3086712956428528,-0.05131741613149643,0.4862842857837677,0.4813272953033447,-0.01710064709186554,0.5143324136734009,0.35013532638549805,-0.02983946166932583,0.5307555198669434,0.26890239119529724,-0.04266882315278053,0.5403122901916504,0.20882177352905273,-0.05185985937714577,0.44341573119163513,0.4783681333065033,-0.02384011819958687,0.4441346824169159,0.351420521736145,-0.03849246725440025,0.44661903381347656,0.27186936140060425,-0.05370783433318138,0.4500221312046051,0.21016201376914978,-0.0641472339630127,0.40222814679145813,0.5040485858917236,-0.032549675554037094,0.37680578231811523,0.4107625484466553,-0.04865105077624321,0.3621727228164673,0.3472678065299988,-0.058375608175992966,0.35453736782073975,0.2910679578781128,-0.06400588899850845,0
0.4220423102378845,0.7930826544761658,5.827752715958923e-07,0.49931228160858154,0.766568660736084,-0.020052209496498108,0.5665993690490723,0.7122730612754822,-0.029889244586229324,0.6220270395278931,0.6753475666046143,-0.040265437215566635,0.665578305721283,0.6689510345458984,-0.05137587711215019,0.5289269089698792,0.5171252489089966,-0.013266190886497498,0.5735565423965454,0.41924747824668884,-0.027994902804493904,0.5982388257980347,0.3591800928115845,-0.04149525985121727,0.6163358092308044,0.3089604377746582,-0.05145476758480072,0.48671257495880127,0.4801633358001709,-0.016722213476896286,0.5158652663230896,0.3501765727996826,-0.02921689674258232,0.5322068929672241,0.2700193524360657,-0.04210428148508072,0.5414742231369019,0.20988845825195312,-0.05139732360839844,0.44384387135505676,0.4769284427165985,-0.02340560033917427,0.4446846544742584,0.3501341938972473,-0.03795255720615387,0.44568952918052673,0.27135464549064636,-0.05316580832004547,0.44769173860549927,0.20966836810112,-0.06358183920383453,0.4022221863269806,0.5022595524787903,-0.032137755304574966,0.3766203224658966,0.40955162048339844,-0.04796499386429787,0.361766517162323,0.3464920222759247,-0.0575929619371891,0.35349541902542114,0.2899430990219116,-0.06317877024412155,0
0.42021262645721436,0.7898338437080383,5.73245813484391e-07,0.49948519468307495,0.765079915523529,-0.01832224801182747,0.56751549243927,0.7117506861686707,-0.02702065370976925,0.6238802075386047,0.673130989074707,-0.0362405963242054,0.667219877243042,0.6662195324897766,-0.04634954780340195,0.529007077217102,0.5155584216117859,-0.01241372711956501,0.5740422606468201,0.416324257850647,-0.025625254958868027,0.5986887812614441,0.3562072515487671,-0.03798963129520416,0.616338849067688,0.3060447573661804,-0.04724154248833656,0.4855533540248871,0.4768906831741333,-0.01556507870554924,0.5140557885169983,0.3458411693572998,-0.026649629697203636,0.5301631689071655,0.2655249834060669,-0.03866155445575714,0.5391819477081299,0.20627769827842712,-0.04745285585522652,0.442035049200058,0.472959965467453,-0.021528517827391624,0.44396334886550903,0.34702879190444946,-0.034557703882455826,0.4459807574748993,0.26866939663887024,-0.04925699532032013,0.44839534163475037,0.20849737524986267,-0.05958422273397446,0.4006112217903137,0.4985116422176361,-0.029301557689905167,0.37632885575294495,0.4064073860645294,-0.04409573972225189,0.36177927255630493,0.34339529275894165,-0.05337974429130554,0.35378724336624146,0.2878636121749878,-0.0587606206536293,0
0.42144519090652466,0.7916676998138428,5.685382120645954e-07,0.49861612915992737,0.7635563611984253,-0.019627155736088753,0.5663428902626038,0.708053469657898,-0.030174385756254196,0.6215640902519226,0.6715340614318848,-0.04137188196182251,0.6653105020523071,0.665619432926178,-0.0536331869661808,0.5296764373779297,0.5142360329627991,-0.01703648269176483,0.573820948600769,0.4149055480957031,-0.03322982415556908,0.5986149311065674,0.3546764850616455,-0.04732691869139671,0.6172893643379211,0.3046869933605194,-0.05758232623338699,0.4868229031562805,0.4768877327442169,-0.021058283746242523,0.5145419836044312,0.3451344966888428,-0.034646544605493546,0.5305752158164978,0.26412588357925415,-0.047596316784620285,0.5401201248168945,0.20418962836265564,-0.05690184608101845,0.44323331117630005,0.47337162494659424,-0.02796303667128086,0.4441913366317749,0.34671545028686523,-0.042959004640579224,0.4459017515182495,0.2686484754085541,-0.057690996676683426,0.44867730140686035,0.2082584798336029,-0.0678585097193718,0.40118280053138733,0.49897438287734985,-0.03686192259192467,0.37667423486709595,0.4067543148994446,-0.053003937005996704,0.36209362745285034,0.3446170687675476,-0.0622546561062336,0.3539031147956848,0.2899361252784729,-0.06749267876148224,0
0.42127525806427,0.7908004522323608,5.8059134744326e-07,0.49887266755104065,0.7649831771850586,-0.020486151799559593,0.5668842196464539,0.7105347514152527,-0.031178858131170273,0.623008668422699,0.6726933717727661,-0.04226556047797203,0.6672224998474121,0.6647436618804932,-0.0541994534432888,0.5288761258125305,0.5153674483299255,-0.015926621854305267,0.5725749135017395,0.41923490166664124,-0.03162545710802078,0.597092866897583,0.35941970348358154,-0.04574853554368019,0.6156183481216431,0.3091617822647095,-0.056181177496910095,0.48632219433784485,0.47734886407852173,-0.019541865214705467,0.5151541233062744,0.3483826816082001,-0.0329095721244812,0.531727135181427,0.26739591360092163,-0.046261731535196304,0.5416096448898315,0.2054099142551422,-0.055912550538778305,0.4428189694881439,0.47350403666496277,-0.026209840551018715,0.44409871101379395,0.34640809893608093,-0.041638556867837906,0.4451616406440735,0.26720982789993286,-0.05690184235572815,0.44741931557655334,0.20464259386062622,-0.06732110679149628,0.40091264247894287,0.4988127052783966,-0.03489110991358757,0.37648987770080566,0.40583664178848267,-0.05138682574033737,0.36239194869995117,0.34292304515838623,-0.06100844964385033,0.35468244552612305,0.28636351227760315,-0.06651061028242111,0
